TRAM,Measurement,Unit,X_Coordinate,Y_Coordinate
T02339G,25-30,µg/m³,430613.43355547,4582156.79632038
T20863X,15-20,µg/m³,431316.82714198,4589207.03398744
T12136C,20-25,µg/m³,431181.36142844,4586765.00113976
T20630I,25-30,µg/m³,427090.19914104,4576753.17771942
T06454Y,25-30,µg/m³,432056.8139098,4587969.70842648
T11596W,25-30,µg/m³,427515.10176243,4585050.22828556
T07940L,20-25,µg/m³,429256.7167114,4584293.98587934
T05336P,25-30,µg/m³,429730.74242961,4587325.76703631
T18068F,25-30,µg/m³,430599.07832176,4586869.99871515
T05423N,25-30,µg/m³,429639.05283344,4587925.9116881
T02784X,20-25,µg/m³,427455.60085724,4580731.0141356
T04217F,25-30,µg/m³,430459.79685034,4584724.8633814
T18029Y,15-20,µg/m³,426774.16036392,4586205.74875604
T02160X,25-30,µg/m³,428858.69103146,4582707.23949611
T12240B,20-25,µg/m³,430729.25410418,4586682.53943054
T20014Q,25-30,µg/m³,429488.71456586,4580411.8841865
T18998M,25-30,µg/m³,431304.96531098,4581589.06021377
T15576I,20-25,µg/m³,433770.34722818,4587662.53596764
T19017Y,30-35,µg/m³,425522.62981006,4582568.66267064
T10566M,25-30,µg/m³,427892.41085265,4583275.10871537
T19772A,25-30,µg/m³,430742.39158136,4587667.2438997
T18581R,25-30,µg/m³,428210.52509163,4582715.37444016
T17992C,20-25,µg/m³,427898.66411737,4586602.7378272
T09788D,25-30,µg/m³,434198.32377174,4585668.23756359
T12484T,20-25,µg/m³,430898.65862994,4587245.57604564
RL0054B,35-40,µg/m³,432595.8812763,4581933.76336151
T16348C,30-35,µg/m³,432053.79699823,4585737.71289712
T10516C,20-25,µg/m³,427790.55839279,4582972.15002815
T09009T,25-30,µg/m³,431557.02366129,4584345.84150447
T18511D,20-25,µg/m³,428244.10802206,4580460.74772323
T21198R,20-25,µg/m³,428378.25483565,4584094.70626438
T02945W,25-30,µg/m³,428362.34829671,4580604.68704624
T11538M,20-25,µg/m³,426315.73944487,4584119.94915926
T07442Y,25-30,µg/m³,428293.82446642,4582484.52245351
T16801C,25-30,µg/m³,425874.93633887,4575443.18091938
T21261H,25-30,µg/m³,429090.24271015,4580248.11196305
T20552L,20-25,µg/m³,431282.11557511,4585574.90447512
T18366M,30-35,µg/m³,426449.92752159,4584184.13808213
T05789O,25-30,µg/m³,431856.85329432,4585949.04472506
T10147X,20-25,µg/m³,432497.61037477,4582802.52103792
T03250C,20-25,µg/m³,427802.65965247,4580896.98575241
T02244A,25-30,µg/m³,431554.33136254,4583386.88606965
T05403J,25-30,µg/m³,429713.82176979,4587770.24487206
T07792R,20-25,µg/m³,429874.47663481,4583764.01437436
T17645M,20-25,µg/m³,433062.05419205,4587406.15192309
T04237J,25-30,µg/m³,430992.95973157,4584732.36235774
T04577A,25-30,µg/m³,430677.3199284,4585745.09032419
T01599U,25-30,µg/m³,431232.14477124,4581269.59927564
T03585W,25-30,µg/m³,429989.69585711,4580348.92928171
T01034O,20-25,µg/m³,430204.63841069,4581826.30791306
T20371I,20-25,µg/m³,430236.76659437,4581712.37849487
T04484W,20-25,µg/m³,430784.25334655,4585382.01893278
T06693L,20-25,µg/m³,433668.97882225,4587497.71447416
T02025R,30-35,µg/m³,430164.08972029,4582796.08570044
T07898A,20-25,µg/m³,429798.31288476,4583812.33502725
RD0020T,30-35,µg/m³,429621.32742424,4587877.73691653
T16492J,20-25,µg/m³,434258.82743084,4585214.93538306
T20700F,25-30,µg/m³,427605.2075895,4578819.6020371
T15318S,25-30,µg/m³,431458.31370264,4582004.19868778
T00210I,25-30,µg/m³,432304.87129349,4581383.42832406
T00223N,20-25,µg/m³,432189.7536525,4581454.07730453
T03808S,25-30,µg/m³,428141.60942258,4579479.97398597
T12655U,20-25,µg/m³,430369.7069243,4587656.84770542
T06015F,25-30,µg/m³,431852.68350842,4587034.56848742
T04601J,25-30,µg/m³,430338.65791786,4586077.24941929
VA0007G,35-40,µg/m³,426295.509119,4584000.53486751
T11089I,20-25,µg/m³,427759.38106066,4583855.88561263
T11248F,25-30,µg/m³,428645.67807596,4584071.83419392
T13555V,20-25,µg/m³,427460.65355367,4580162.79521928
T00147S,20-25,µg/m³,432109.04256113,4581195.17051821
RD0050X,>40,µg/m³,428518.58220743,4586797.7514873
T06087V,20-25,µg/m³,432348.85760017,4586681.46217001
T04415J,20-25,µg/m³,430988.29042438,4585482.80755066
T13461Q,20-25,µg/m³,429695.0145132,4583258.49997251
T15879U,25-30,µg/m³,427791.40917425,4579122.71209321
T21164H,30-35,µg/m³,426611.00361326,4584294.81402404
T17546K,25-30,µg/m³,433002.92835994,4584407.66865686
T20744R,25-30,µg/m³,432032.01245916,4583302.63832528
T02901K,25-30,µg/m³,427847.54570211,4580630.88800081
T06392B,20-25,µg/m³,432511.40766513,4587712.71157739
T18928Y,20-25,µg/m³,430388.17099509,4581339.42977709
T10625G,20-25,µg/m³,428353.02354357,4583535.30860609
T17354E,20-25,µg/m³,429288.28619392,4586064.1203899
T08932P,25-30,µg/m³,431461.68315342,4584824.08594931
T09131U,25-30,µg/m³,432521.47058976,4583746.55929591
T04489B,25-30,µg/m³,431234.76268668,4585863.56729564
T04839D,20-25,µg/m³,429481.09353418,4586201.77714251
T10965X,20-25,µg/m³,426446.19871743,4583684.24334835
T10892X,20-25,µg/m³,426317.92533804,4583133.95548386
T12301X,25-30,µg/m³,430513.60782099,4586953.43349532
T17913N,25-30,µg/m³,431498.18294027,4585711.20305856
T17217W,25-30,µg/m³,431027.97410227,4581881.17675919
T17444F,25-30,µg/m³,427616.24559092,4580795.02001275
T18485S,20-25,µg/m³,427842.54415006,4580954.43453763
T13568A,25-30,µg/m³,428214.38198726,4579275.99511673
T02768X,25-30,µg/m³,427403.8721754,4580651.6844065
T21414G,20-25,µg/m³,433578.16670344,4587632.41037469
T11750O,15-20,µg/m³,424894.14566059,4584784.84084673
T17808N,25-30,µg/m³,431071.02203726,4583310.80961303
T16420T,30-35,µg/m³,431886.12677708,4584294.3209358
T02091B,25-30,µg/m³,431086.88058958,4582722.66159779
T16052P,20-25,µg/m³,426507.61984571,4582898.67367978
T08186F,20-25,µg/m³,429923.87273356,4583504.02760406
T08172Z,20-25,µg/m³,429207.82300876,4583422.60792922
T08225V,25-30,µg/m³,430415.91071243,4583795.72830874
T01100H,25-30,µg/m³,430651.92968613,4581244.9816339
T13071G,20-25,µg/m³,432799.69413211,4582709.35260858
T20835T,20-25,µg/m³,431585.75573764,4590021.62123254
T01414W,25-30,µg/m³,430651.34455412,4581490.96201518
T19675A,20-25,µg/m³,434474.86706038,4585386.32002274
T02198L,25-30,µg/m³,429864.5316379,4582977.48525538
T11320W,30-35,µg/m³,428672.27070567,4583623.17730996
T01910H,30-35,µg/m³,429878.55273827,4582330.1471624
T06899X,25-30,µg/m³,432315.47951632,4585092.97289569
T07857R,20-25,µg/m³,429171.45065618,4583778.1557462
RL0044R,30-35,µg/m³,433695.54396453,4588271.81169888
T14522Q,20-25,µg/m³,433085.88638289,4588217.91102713
T18903P,20-25,µg/m³,426679.60047123,4583472.47524814
T04987O,20-25,µg/m³,428587.8897279,4585881.67042979
T16163V,25-30,µg/m³,428939.04280026,4585819.30965674
T11296N,25-30,µg/m³,427600.77342258,4584198.95834181
T10888B,20-25,µg/m³,426100.52078599,4583369.08249856
T02879D,20-25,µg/m³,427547.49287216,4580187.12559671
T19919B,15-20,µg/m³,427460.74632648,4585927.68808494
T05029H,25-30,µg/m³,429806.25387008,4585254.55414916
T21123Y,20-25,µg/m³,429851.87951467,4583621.33432991
T01809L,20-25,µg/m³,429930.96953098,4580844.5514899
T06225N,20-25,µg/m³,432036.92043794,4587383.65564759
T12796G,20-25,µg/m³,431329.04357248,4588733.68914726
T01008M,20-25,µg/m³,430744.69358373,4581607.44148629
T06429X,25-30,µg/m³,432056.8139098,4587969.70842648
T11023Q,25-30,µg/m³,427442.34686572,4583763.37288526
T08976B,25-30,µg/m³,431482.33466856,4584756.18869044
T11652N,15-20,µg/m³,425712.35099784,4585055.90102591
NS0001A,30-35,µg/m³,432224.43994565,4589577.71810722
T02848W,25-30,µg/m³,427896.41552296,4580333.80417066
T09643N,25-30,µg/m³,434155.59980873,4585549.77369791
T13839E,20-25,µg/m³,424211.99013751,4586439.53663952
T19456R,25-30,µg/m³,430326.10487787,4583309.88925187
T07969Y,25-30,µg/m³,429753.2566059,4584179.19192596
T10293G,20-25,µg/m³,432702.32995896,4585468.45656035
T19610J,20-25,µg/m³,428459.17110193,4587146.17742599
T04570T,20-25,µg/m³,430957.8196944,4586185.37990624
T01327Y,20-25,µg/m³,430982.90303177,4581223.02609255
T17650J,25-30,µg/m³,429601.66041142,4586425.15058198
T08992B,25-30,µg/m³,431636.3356955,4584597.09328454
T10149Z,25-30,µg/m³,432655.34075635,4582952.27707245
T11160Y,20-25,µg/m³,428583.25349115,4584007.64157167
T20960X,20-25,µg/m³,428774.85333718,4583290.76102348
T12357N,20-25,µg/m³,431362.52246805,4587921.36060725
T19572U,20-25,µg/m³,427412.47755393,4582148.87264494
T03710J,25-30,µg/m³,430688.53846443,4580550.08028964
T08026Q,25-30,µg/m³,429575.4360042,4584136.22521437
T19729X,25-30,µg/m³,434916.25930285,4584539.75038329
T15815E,25-30,µg/m³,430152.98984475,4580050.92358192
T16306S,20-25,µg/m³,430907.25573197,4588445.29888579
T08054U,25-30,µg/m³,429048.09023272,4583616.04643884
T08981Y,25-30,µg/m³,431474.16668374,4584628.43555913
T20833R,25-30,µg/m³,427122.13410003,4580435.47721479
T03036Y,30-35,µg/m³,428274.71294223,4580180.48205794
RL0006F,30-35,µg/m³,433496.73695857,4588599.67354635
T12437M,25-30,µg/m³,431202.03695675,4587490.71513861
T00643D,25-30,µg/m³,431480.47223365,4582069.56461994
T03067F,25-30,µg/m³,427627.33000228,4580978.72521167
T12262H,20-25,µg/m³,430323.14242014,4586675.29549327
T03162D,25-30,µg/m³,427718.43544053,4581149.67678214
T01956V,20-25,µg/m³,428889.53139245,4582485.29892261
T18625M,25-30,µg/m³,427406.3645368,4583990.58050508
T17923P,25-30,µg/m³,429897.83558269,4585066.64016603
T13810R,15-20,µg/m³,423931.65965419,4586433.62876539
T10330U,25-30,µg/m³,434101.78031359,4585891.32364917
T11267I,25-30,µg/m³,427521.13963476,4583980.03361522
T08300P,20-25,µg/m³,430252.91691967,4584381.83542934
T07403R,25-30,µg/m³,428293.82446642,4582484.52245351
T11500Y,20-25,µg/m³,426379.16090856,4583591.48971713
T14626X,25-30,µg/m³,431821.11975519,4583515.85324614
T11025S,20-25,µg/m³,427398.90938723,4583840.85833394
T00122J,25-30,µg/m³,432330.54165849,4581294.61899316
T11969F,20-25,µg/m³,431672.18736951,4588372.83897744
T08567O,25-30,µg/m³,428722.85050644,4584638.63446548
T10718K,20-25,µg/m³,426813.16039553,4582908.64036955
T17892Z,20-25,µg/m³,429528.14942578,4585252.72426353
T11966C,20-25,µg/m³,431467.11506192,4588374.20553275
T20285L,20-25,µg/m³,430887.4928161,4587272.44117295
T00027L,25-30,µg/m³,432323.73832621,4580988.94357464
T00114J,25-30,µg/m³,432272.67544359,4581278.08640609
T19255K,25-30,µg/m³,427259.81428314,4581090.51617894
T20701G,20-25,µg/m³,432697.6582069,4588490.27495566
T02905O,20-25,µg/m³,427793.68680975,4580524.24524576
T16337Z,25-30,µg/m³,432408.94501098,4585931.23151928
T00753I,25-30,µg/m³,431315.53526121,4582238.31012707
T21574V,25-30,µg/m³,428406.8933895,4584819.1221444
T04596D,25-30,µg/m³,430338.65791786,4586077.24941929
T00042K,25-30,µg/m³,432260.56963525,4580779.12973021
T08833N,25-30,µg/m³,432317.01107231,4584902.92759679
T18967F,20-25,µg/m³,429045.1940018,4587145.16896495
T09735Q,25-30,µg/m³,433850.60957054,4585844.179474
NS0002B,25-30,µg/m³,432963.09287855,4588822.95270651
T01800C,20-25,µg/m³,429834.03593465,4581707.09054899
T15989Z,20-25,µg/m³,427391.62585097,4582850.53687822
T18818T,20-25,µg/m³,427699.86929067,4581528.88750672
T10553H,20-25,µg/m³,427906.9650582,4582904.39603881
T03456O,25-30,µg/m³,428597.14986693,4580500.43210042
T09533I,25-30,µg/m³,432808.20740127,4584978.17499454
T16612Z,25-30,µg/m³,431280.14507036,4581299.1989574
T09591S,25-30,µg/m³,433553.826907,4585552.75325417
T21165I,25-30,µg/m³,430062.31312659,4585896.99523078
T14101Z,30-35,µg/m³,432706.68465304,4584506.12504765
T07831H,20-25,µg/m³,429811.67513967,4583580.18957342
T01785U,25-30,µg/m³,428572.58018948,4581469.86277852
T20446K,25-30,µg/m³,429909.58401063,4585780.7192069
T21049F,25-30,µg/m³,428255.96387184,4586232.92151779
T09946Z,20-25,µg/m³,432981.19420744,4583077.12279633
T10792U,20-25,µg/m³,427220.67453188,4583369.9179728
T02355G,25-30,µg/m³,430895.14187671,4582536.36176584
T20477R,25-30,µg/m³,426029.0106213,4580858.8121824
T02272E,25-30,µg/m³,431564.50987018,4583188.57369088
T15245S,25-30,µg/m³,428252.63036812,4586299.16064886
T12724Q,20-25,µg/m³,431390.35478859,4588353.84808188
T01345A,25-30,µg/m³,430226.56965657,4581327.8379838
T11474N,20-25,µg/m³,427571.28618031,4584567.69712627
T04902T,25-30,µg/m³,429126.55336435,4586251.84492108
T04616Q,25-30,µg/m³,430349.67603169,4586222.17856791
T11789D,20-25,µg/m³,425582.88674661,4583864.92119765
T05988T,20-25,µg/m³,432155.1313878,4586824.92986457
T08748R,25-30,µg/m³,428911.30585879,4585436.26825441
T17194G,15-20,µg/m³,424485.077247,4585209.42460984
T13096P,20-25,µg/m³,432963.54447967,4582327.15778332
T09199O,25-30,µg/m³,433299.44495645,4583768.77444204
T06685L,20-25,µg/m³,433307.99178908,4587698.68252471
T02714J,25-30,µg/m³,431132.17385146,4584588.45708677
LRD0031,30-35,µg/m³,431621.97242811,4588652.55004159
T06135M,20-25,µg/m³,432539.59181252,4586934.63212918
T20148D,20-25,µg/m³,426139.97983575,4580996.25655079
T04478Y,20-25,µg/m³,430310.44137473,4585350.37846704
T16108O,25-30,µg/m³,430123.68886499,4584663.68583871
T04635T,25-30,µg/m³,429999.49374238,4585991.20685986
T00430S,20-25,µg/m³,431648.17208331,4581620.88166273
T02642K,25-30,µg/m³,430833.48552711,4583554.9847823
T08235X,25-30,µg/m³,430116.81863802,4583715.26445625
T08293H,20-25,µg/m³,430171.61755947,4584219.58280284
T02101M,25-30,µg/m³,430217.51864463,4583038.32566244
T01143S,25-30,µg/m³,430369.82538876,4581000.10639603
T18332C,20-25,µg/m³,434591.321637,4585306.85901536
T02636M,25-30,µg/m³,431367.54884192,4584539.43923138
T03558T,25-30,µg/m³,428711.25885932,4580608.02339871
T08736N,25-30,µg/m³,429026.29017913,4585455.05240907
T17262B,25-30,µg/m³,429116.8565952,4585623.65698976
T03268M,20-25,µg/m³,428251.33786178,4580833.4032427
T07452A,25-30,µg/m³,427705.52347406,4581683.59770144
T01220O,20-25,µg/m³,430157.05444173,4581182.00528881
T00485H,25-30,µg/m³,431566.14423645,4581657.72034054
T09102P,25-30,µg/m³,432233.35904643,4583470.53005669
T07976X,25-30,µg/m³,429996.66778786,4583759.3384374
T15535Z,25-30,µg/m³,426646.22164394,4582053.59232869
T05497F,25-30,µg/m³,428197.11092359,4585893.56388745
T06187Y,20-25,µg/m³,432182.46754603,4587500.19273072
T16222P,25-30,µg/m³,429265.01248541,4587560.23695262
T06035J,20-25,µg/m³,432220.79493753,4587016.11467167
T18531H,25-30,µg/m³,425661.61108222,4581785.49640791
T16058V,20-25,µg/m³,426325.30517412,4583374.1817951
T04404G,20-25,µg/m³,430985.3008788,4585543.47167055
T00086W,20-25,µg/m³,432083.22901141,4581128.04661058
T18761T,20-25,µg/m³,430863.5353044,4581414.85629101
T15352U,20-25,µg/m³,432743.34239624,4582360.82550215
T02793Y,25-30,µg/m³,427237.14997857,4580659.66468661
T12923V,20-25,µg/m³,432162.99059332,4589357.08881343
T02516F,25-30,µg/m³,430982.30050289,4583784.48500389
T19950A,20-25,µg/m³,429159.95990126,4585919.57313545
T08955W,25-30,µg/m³,431941.34013214,4584724.06116864
T01459J,25-30,µg/m³,430927.11633459,4581537.48999718
T20153A,15-20,µg/m³,425184.29180966,4584218.31077278
T17596U,25-30,µg/m³,433716.34952719,4583496.51687215
T03527M,25-30,µg/m³,429928.90160237,4580722.70731848
T10958Y,20-25,µg/m³,426616.37706505,4583563.56386853
T02909S,25-30,µg/m³,427918.6262906,4580693.98555766
T19466T,25-30,µg/m³,429602.24974174,4586864.95327963
T08046U,20-25,µg/m³,429680.82388645,4584362.22275429
T09743Q,25-30,µg/m³,433788.23017595,4585936.75109333
T16731F,20-25,µg/m³,426555.46384693,4575898.53444149
T12953B,20-25,µg/m³,431880.03877099,4590492.9237421
T19224D,30-35,µg/m³,432202.41916954,4588897.57479054
T02369M,25-30,µg/m³,430928.57821319,4582310.72216837
T18751R,20-25,µg/m³,432380.88738742,4581117.0503388
T19076J,20-25,µg/m³,426864.55465356,4583063.7682157
T02856W,25-30,µg/m³,427987.78346868,4580439.87263979
T07815H,20-25,µg/m³,429195.85838789,4583737.91349934
T10158A,20-25,µg/m³,432419.15687975,4583279.43635929
T06163Q,20-25,µg/m³,432707.64601625,4586927.28884557
T18205W,20-25,µg/m³,433000.18002806,4587265.17116789
T16673M,25-30,µg/m³,433739.2484354,4587168.57842104
T15933J,25-30,µg/m³,427128.63978427,4582500.42934357
T12360I,20-25,µg/m³,431362.80055726,4587801.09841432
T01864S,25-30,µg/m³,429830.26788285,4582095.8121719
T15287C,25-30,µg/m³,430033.3951568,4581695.96601597
T21382P,25-30,µg/m³,431113.07040144,4584664.60334642
T00619D,25-30,µg/m³,431532.62086565,4581878.9469333
RD0043Q,30-35,µg/m³,428641.93613297,4587108.93587775
T04480S,20-25,µg/m³,430400.66405237,4585421.51189859
T01498Q,25-30,µg/m³,430986.9407387,4581578.48960676
T12250D,20-25,µg/m³,430708.32703621,4586809.92679226
T02699B,25-30,µg/m³,431552.52736775,4583782.37768421
T05353Q,25-30,µg/m³,429882.62513583,4587520.08419013
T02200O,30-35,µg/m³,429934.03795721,4583136.89596901
T08635J,20-25,µg/m³,428542.07213143,4585151.97361831
T18771V,25-30,µg/m³,430325.03283123,4581462.35144368
T18270F,25-30,µg/m³,430665.78990533,4581139.37936697
T05727A,25-30,µg/m³,431486.51627038,4585889.30743181
T01141Q,25-30,µg/m³,430274.3738644,4581082.19324521
T19892H,25-30,µg/m³,427642.63549044,4578667.04151534
T11859A,25-30,µg/m³,424471.51701218,4585841.30171341
T09162B,25-30,µg/m³,433175.72935486,4583451.69289525
T18333D,25-30,µg/m³,434187.28624865,4583759.26870926
T00118N,25-30,µg/m³,432301.29755056,4581286.35320199
T12459S,25-30,µg/m³,431145.54486086,4587357.59235466
T19807U,20-25,µg/m³,427041.39213261,4581246.92808124
T05714V,25-30,µg/m³,432053.01059131,4585552.02160605
T08335A,25-30,µg/m³,428542.07213143,4585151.97361831
T09413B,25-30,µg/m³,432885.55991689,4584898.88428936
T01243V,25-30,µg/m³,430486.74727541,4581356.22105591
T03787E,25-30,µg/m³,427624.294129,4579546.24002047
T15959T,20-25,µg/m³,427943.46071746,4584430.84208475
T09980B,20-25,µg/m³,433600.24302073,4583321.86248435
T21262I,30-35,µg/m³,430040.48673407,4583217.46728157
T20262E,25-30,µg/m³,432107.10322981,4586021.60394742
T08848U,30-35,µg/m³,432046.15564458,4585032.96184257
T10035Q,20-25,µg/m³,434324.75757766,4584957.97149251
T17836R,30-35,µg/m³,431459.37721654,4581150.31737102
T05525S,20-25,µg/m³,428149.62001378,4586801.76123389
T07907K,25-30,µg/m³,429455.00409087,4584172.09418538
T00731C,20-25,µg/m³,431498.277679,4581598.15976335
T03752T,25-30,µg/m³,427706.58615268,4579005.20155526
T02447J,20-25,µg/m³,428376.35433944,4582319.39757306
T10339D,20-25,µg/m³,429137.5008959,4583027.45086298
T14754E,35-40,µg/m³,428807.56805018,4587423.33077592
T21337K,20-25,µg/m³,434136.88230188,4584959.61191598
T16696T,25-30,µg/m³,427622.68267529,4580936.58718207
T04690A,25-30,µg/m³,431118.38103718,4586329.95892213
T15753H,20-25,µg/m³,431291.81510415,4588415.65292607
T16633E,25-30,µg/m³,430789.57053895,4581460.79692176
T19321D,25-30,µg/m³,429249.29806807,4587376.30977972
T07903G,25-30,µg/m³,429312.01817201,4584211.83133395
T11549P,20-25,µg/m³,426326.91064674,4584357.38528271
T03071B,25-30,µg/m³,427447.94384299,4580862.46739661
T13464T,20-25,µg/m³,429309.93787687,4583779.02369352
T00592J,20-25,µg/m³,431493.10719979,4581667.75390916
T13853C,15-20,µg/m³,424520.22471106,4585659.42305321
T14641W,20-25,µg/m³,429784.85633226,4587697.99321686
T04550P,25-30,µg/m³,430811.18364254,4585944.24663018
T01378J,20-25,µg/m³,430139.45032141,4581564.56900851
T20132V,25-30,µg/m³,430753.69398606,4587058.16184464
T04614O,25-30,µg/m³,430560.89495618,4586168.98888412
T03525K,25-30,µg/m³,430014.82408439,4580637.13453386
T07410Q,25-30,µg/m³,428028.07480146,4582451.07042424
T00995Y,25-30,µg/m³,431120.32648945,4581650.13370601
T12151B,20-25,µg/m³,431279.4936096,4587032.96982391
T00549G,25-30,µg/m³,431516.22060774,4581716.74080913
T11384M,20-25,µg/m³,428640.97502071,4584197.02241967
T18605I,20-25,µg/m³,426701.62517184,4584744.4290174
T17289M,20-25,µg/m³,431585.50658039,4588154.50728822
T19518O,30-35,µg/m³,430394.61325662,4584791.48997525
T02307Y,25-30,µg/m³,432023.94637817,4582899.06577137
T09487T,20-25,µg/m³,434039.17345739,4584868.33351657
T08009P,25-30,µg/m³,429556.04714323,4584158.4413956
T05417P,20-25,µg/m³,428826.19670952,4588075.43810868
T05853F,20-25,µg/m³,432307.51247544,4586145.2796284
T12768C,20-25,µg/m³,431323.29037012,4588708.17015049
T17383J,25-30,µg/m³,431393.95304634,4584560.94606409
T16683O,20-25,µg/m³,433496.58688102,4587804.32126413
T03633N,25-30,µg/m³,429947.16425175,4580409.49469815
T21560P,20-25,µg/m³,428406.8933895,4584819.1221444
T18459Q,25-30,µg/m³,428098.20816742,4579455.13627733
T01851N,20-25,µg/m³,428786.7621907,4581821.51768887
T05801T,20-25,µg/m³,431823.05678954,4586153.42530727
T17853S,25-30,µg/m³,432083.22901141,4581128.04661058
T05412K,20-25,µg/m³,428786.22749935,4587923.87417247
T02415B,25-30,µg/m³,429928.90160237,4580722.70731848
T16415W,25-30,µg/m³,433148.06573165,4582717.63898389
T17858X,15-20,µg/m³,427586.10926816,4585762.13686605
T14374W,25-30,µg/m³,432459.97462172,4586133.54945606
T13738A,20-25,µg/m³,426150.74827702,4583423.45019931
T13350K,25-30,µg/m³,425613.08559695,4582653.80111291
T10883W,20-25,µg/m³,426080.06177298,4583371.5576581
T21349O,20-25,µg/m³,429799.55731737,4585051.76089186
T09785A,25-30,µg/m³,434210.34694102,4585556.143294
T10752M,20-25,µg/m³,426767.38845744,4583189.44514745
T02632I,25-30,µg/m³,431649.69908063,4584250.72565902
T20175G,20-25,µg/m³,428035.14699547,4579445.25774128
LRD0043,30-35,µg/m³,428479.60426236,4586734.69239938
T14609W,30-35,µg/m³,427655.25339656,4579575.22983011
T10249C,25-30,µg/m³,431180.94602034,4584732.15193482
T02488S,20-25,µg/m³,428301.0949738,4581364.91368201
T17209W,25-30,µg/m³,431015.17088149,4581065.03160563
T04538T,20-25,µg/m³,430934.26314693,4585985.74276516
T07013H,25-30,µg/m³,426010.31909984,4582902.15547032
T11793Z,15-20,µg/m³,425609.69028072,4583798.08789144
T02546L,25-30,µg/m³,430833.48552711,4583554.9847823
T01354B,20-25,µg/m³,430092.96375178,4581367.39706013
T20602E,20-25,µg/m³,426272.02691576,4583219.409964
T04613N,25-30,µg/m³,430456.46179662,4586169.26867499
T14963L,15-20,µg/m³,425822.8173989,4584559.68542983
T21355M,25-30,µg/m³,432393.57887397,4585784.1964007
T16210L,25-30,µg/m³,429872.29466989,4586932.41133241
T18869E,25-30,µg/m³,430192.27863226,4588050.48516749
T09134X,20-25,µg/m³,432705.55241963,4583555.40861182
T01802E,25-30,µg/m³,429739.95208233,4581613.97012191
T01079B,25-30,µg/m³,430870.57573546,4581206.90991889
T16594O,25-30,µg/m³,431043.27881991,4581314.46977535
T13375T,20-25,µg/m³,432469.45092184,4587623.19675316
T12118A,20-25,µg/m³,431557.55859897,4586974.75462625
T11523F,25-30,µg/m³,426350.03375281,4583910.8599062
T08484M,20-25,µg/m³,429001.3081854,4584671.17139464
T03043X,25-30,µg/m³,428537.6345393,4580205.83109842
T06391A,20-25,µg/m³,432419.70088304,4587760.16834689
T11965B,20-25,µg/m³,431493.69697161,4588356.85130395
T07376F,20-25,µg/m³,427351.41132715,4581999.76088073
T15725D,25-30,µg/m³,431561.29805857,4582293.24434975
T08008O,25-30,µg/m³,429612.14827731,4584164.66697801
T01314T,25-30,µg/m³,431195.83029821,4581346.3586685
T19513J,20-25,µg/m³,426349.73597601,4583738.01916486
T08534F,25-30,µg/m³,429311.58684487,4584957.53946504
T16768S,20-25,µg/m³,426358.50325753,4575992.27207853
T15045M,25-30,µg/m³,432325.96577908,4583942.5350734
T18978I,25-30,µg/m³,433903.72770567,4583482.11543217
T11243A,25-30,µg/m³,428464.91615108,4584118.53064083
T11798E,20-25,µg/m³,425582.88674661,4583864.92119765
T18532I,20-25,µg/m³,425758.46046503,4581816.13771819
T17191D,20-25,µg/m³,431851.38362771,4581651.21216998
T17899G,20-25,µg/m³,429530.95409001,4583762.13998583
T18018V,25-30,µg/m³,425558.10815068,4581024.795021
T00607Z,25-30,µg/m³,431618.7460067,4581748.39308102
T21412E,20-25,µg/m³,433588.1991724,4587560.32718469
T03743S,25-30,µg/m³,430588.12795107,4580239.60057296
T05472W,25-30,µg/m³,428000.98949102,4585970.67604025
T00759O,20-25,µg/m³,431339.50846195,4582391.40717935
T10454F,20-25,µg/m³,428475.24684285,4583155.12309685
T19097O,25-30,µg/m³,430581.98243973,4586096.43760841
T03916V,25-30,µg/m³,426682.43872965,4580739.8220288
T15650B,25-30,µg/m³,431051.82642077,4587186.62279213
T02678W,25-30,µg/m³,431576.90365322,4583946.42074864
T07349C,20-25,µg/m³,427991.81948426,4581890.06484059
T03402A,25-30,µg/m³,427210.05961782,4580485.83362406
T08152V,20-25,µg/m³,429644.16797521,4583329.57746744
T13363P,20-25,µg/m³,427272.15725086,4582532.59330075
T08662M,20-25,µg/m³,427648.08001651,4585584.04210956
T13406J,25-30,µg/m³,433897.59825594,4586057.11345764
T08127U,20-25,µg/m³,429712.34088426,4583566.77030896
T02007P,30-35,µg/m³,430561.63789711,4583001.48999974
T00423T,25-30,µg/m³,431763.83824049,4581749.65898398
T02271D,25-30,µg/m³,431644.67737078,4583106.61695916
T20539O,20-25,µg/m³,431181.36142844,4586765.00113976
T12828X,20-25,µg/m³,430882.78025923,4588783.78760703
T09869D,20-25,µg/m³,434489.13632875,4585286.84875619
T05338R,25-30,µg/m³,429833.33357983,4587456.72146428
T18930S,20-25,µg/m³,430360.91994132,4581337.90998124
RD0105A,30-35,µg/m³,425381.58733334,4582340.41797806
T21393S,20-25,µg/m³,433636.34840721,4587713.39806238
T17229A,25-30,µg/m³,430327.10133958,4580475.72691461
T09769A,25-30,µg/m³,434155.94638469,4585625.73381637
T17054V,25-30,µg/m³,429418.03765832,4585174.16498139
T08116R,20-25,µg/m³,429739.88087189,4583296.56468898
T10592O,25-30,µg/m³,427337.87245515,4583204.28382789
T13132C,25-30,µg/m³,433188.38389214,4582862.1428996
T07113K,20-25,µg/m³,426920.13750773,4582506.55893958
