TRAM,Measurement,Unit,X_Coordinate,Y_Coordinate
T20777A,20-25,µg/m³,431522.50395319,4587556.72681707
T18023S,20-25,µg/m³,427748.77140652,4586539.58786764
T12949F,20-25,µg/m³,431719.62202792,4590427.87285592
T03919Y,25-30,µg/m³,426826.04551873,4580550.94864479
T13061E,20-25,µg/m³,431522.73829526,4590898.81808644
T20920P,20-25,µg/m³,425680.83020095,4583773.00131141
T00109M,25-30,µg/m³,432257.76138813,4581273.8165125
T14105D,25-30,µg/m³,432706.68465304,4584506.12504765
T02117U,25-30,µg/m³,431015.33395183,4583179.39983488
T07069X,20-25,µg/m³,425962.04154956,4582049.1865279
T00725E,25-30,µg/m³,431374.61478551,4582295.27476666
T14384Y,20-25,µg/m³,432609.48742594,4586209.30344556
T17278J,20-25,µg/m³,426708.66201329,4582616.30771712
T12681W,20-25,µg/m³,431158.91907002,4588174.43955047
T04680Y,20-25,µg/m³,430851.02178741,4586351.60198026
T10240T,20-25,µg/m³,432311.35520482,4582423.27686863
T08828Q,25-30,µg/m³,432176.71282748,4584767.75645381
T07173W,20-25,µg/m³,425079.54809256,4582828.42044234
T04579C,25-30,µg/m³,430760.12917469,4585760.71572258
T10730G,20-25,µg/m³,426611.75335382,4583075.95715854
T15597N,25-30,µg/m³,432169.19745352,4581037.1188195
T08897D,20-25,µg/m³,431645.97278902,4585133.00702136
T10531B,20-25,µg/m³,428001.01133916,4583185.40975204
T21065F,20-25,µg/m³,432588.25718914,4587502.29466206
T04506L,25-30,µg/m³,431016.59194895,4585942.76707335
T07346Z,20-25,µg/m³,428123.14351585,4581735.83760503
T12605K,25-30,µg/m³,430483.13200608,4587380.31540639
T17845S,20-25,µg/m³,429699.65288639,4578303.147323
T19533N,25-30,µg/m³,433682.4251626,4582929.28126257
T18997L,25-30,µg/m³,431310.61635263,4581593.3921776
T17885A,25-30,µg/m³,428897.05151669,4584998.82168377
T17998I,20-25,µg/m³,429876.53925083,4585158.74646701
T08040O,20-25,µg/m³,429589.68104187,4584401.173507
T00622Y,25-30,µg/m³,431431.23294649,4581778.60954763
T08301Q,20-25,µg/m³,430293.68423369,4584414.81017057
T00915I,25-30,µg/m³,430993.05569739,4581835.00795306
T07592L,20-25,µg/m³,426997.63504153,4581112.0752062
T03277N,25-30,µg/m³,428328.73437236,4580884.94773358
T17387N,20-25,µg/m³,431608.63512596,4582950.2199938
T13935D,20-25,µg/m³,430875.22817578,4581395.54517283
T01026O,20-25,µg/m³,430163.31990675,4581768.35913869
T08049X,20-25,µg/m³,429580.05564374,4583562.00230838
T08432A,25-30,µg/m³,429299.83415028,4584868.65142027
T06369C,20-25,µg/m³,432156.33720568,4587592.57707512
T07562F,25-30,µg/m³,425361.06970736,4582061.16711959
T05733Y,25-30,µg/m³,432057.93613688,4586019.34831585
T11103P,20-25,µg/m³,428305.64988803,4583590.2700503
T04464S,25-30,µg/m³,430725.42737892,4585398.31240402
T13716U,25-30,µg/m³,428564.20468232,4580087.52271379
T15845K,25-30,µg/m³,429661.59675681,4580402.05685727
T04854C,25-30,µg/m³,429999.49374238,4585991.20685986
T04860A,20-25,µg/m³,429521.07090401,4585978.20548052
T19612L,20-25,µg/m³,428483.86322083,4587288.85946492
T14422N,25-30,µg/m³,433274.27639925,4588709.10837556
VA0006F,25-30,µg/m³,426328.80275855,4583958.0831946
T20628O,20-25,µg/m³,426737.61085078,4576918.39165642
T20020O,25-30,µg/m³,433749.19200615,4584210.3187108
T02144X,25-30,µg/m³,431172.89095863,4583016.75639444
T02233X,25-30,µg/m³,429555.14852193,4582761.92028087
T11198M,20-25,µg/m³,428051.68961682,4584000.97060802
T03917W,25-30,µg/m³,426734.16125735,4580667.02752296
T02795A,20-25,µg/m³,427282.38882585,4580366.73289
T04869J,20-25,µg/m³,428971.36517332,4586126.24390159
T07103I,20-25,µg/m³,426576.68970089,4582470.42849776
T20570N,25-30,µg/m³,428353.43540662,4586151.49364579
T18809S,25-30,µg/m³,426226.94169157,4582672.37646924
T02610C,25-30,µg/m³,431178.92871608,4584166.9110951
T01171W,25-30,µg/m³,430688.03144645,4581074.44009884
T03218C,25-30,µg/m³,428124.48681845,4580853.45723814
T10692R,20-25,µg/m³,427260.1384719,4582695.80564211
T00465D,25-30,µg/m³,431655.03694967,4581733.50778333
T16338A,25-30,µg/m³,431504.81581177,4585296.47434399
T19753X,25-30,µg/m³,433112.31590258,4581694.61768666
T01195E,20-25,µg/m³,430661.21134796,4580803.6488864
T03844W,25-30,µg/m³,427546.36242354,4579469.04749309
T18286N,20-25,µg/m³,433366.55318811,4586023.96442224
T05749G,25-30,µg/m³,432279.68803464,4585432.33569969
RD0131A,30-35,µg/m³,427929.83966052,4585294.02467986
T07567K,20-25,µg/m³,425815.51695029,4582000.18756747
T10365F,20-25,µg/m³,428813.38434882,4583152.90652034
T08156Z,20-25,µg/m³,429548.95581621,4583459.50038936
T09947A,20-25,µg/m³,432797.73056952,4582898.84191294
T06398H,20-25,µg/m³,432425.88385949,4587623.85608404
T12672V,25-30,µg/m³,431075.93186342,4588296.13137187
T15893S,20-25,µg/m³,430248.84916772,4585732.16154667
T10111L,25-30,µg/m³,432985.54764683,4583265.56005088
T17471I,20-25,µg/m³,431061.63511909,4586352.37238741
T21381O,25-30,µg/m³,428003.4564742,4582544.6367547
T01717I,25-30,µg/m³,429071.06309034,4580960.63320574
T10850N,20-25,µg/m³,426504.32794816,4583439.46053202
T07352X,20-25,µg/m³,427938.54433751,4581749.89603075
T18923T,20-25,µg/m³,432725.81859105,4581732.01467106
T13238L,25-30,µg/m³,429572.58666245,4586728.45328758
T09251B,25-30,µg/m³,433843.0743949,4584110.99384941
T13804T,15-20,µg/m³,423927.69909427,4586360.53867979
T03687B,25-30,µg/m³,429983.13924578,4580533.11761483
T14542U,20-25,µg/m³,426388.42403364,4580971.64662307
T04838C,25-30,µg/m³,429502.04735733,4586174.1259388
T14696L,20-25,µg/m³,430309.88701394,4585170.93318823
T04733U,20-25,µg/m³,430075.43759893,4586881.58470562
T05824A,25-30,µg/m³,432421.85032996,4585574.50985168
T03562P,25-30,µg/m³,429381.68837973,4580409.02899564
T02761Q,25-30,µg/m³,427516.89324361,4580637.68552549
T15874P,20-25,µg/m³,427633.45968696,4579222.37444832
T08396N,20-25,µg/m³,429756.30116304,4584514.66441027
T10817M,25-30,µg/m³,426723.29357024,4583344.94472074
T13482V,25-30,µg/m³,430243.41263624,4586059.51311284
T17994E,15-20,µg/m³,427280.40133097,4586757.72678014
T12055C,20-25,µg/m³,431427.89573214,4587810.8669369
T11007Q,25-30,µg/m³,427235.13732712,4584524.17161993
T12202V,20-25,µg/m³,431188.31410993,4586985.62743875
NS0018R,30-35,µg/m³,432247.95781289,4589326.90436463
T02159E,25-30,µg/m³,428700.1845578,4582677.1266561
T20523G,25-30,µg/m³,434918.68650568,4584960.26800413
T07067V,20-25,µg/m³,425986.73394124,4581700.44880309
T08173A,20-25,µg/m³,429166.9253236,4583472.32631604
T10182A,20-25,µg/m³,431828.0123089,4582535.10469946
T13042B,20-25,µg/m³,431699.81421367,4588742.38635252
T17003K,20-25,µg/m³,432165.35054624,4587371.74065641
T21058G,25-30,µg/m³,434093.13704137,4585989.13287026
T04490U,25-30,µg/m³,431242.57416083,4585924.61733422
T00067T,25-30,µg/m³,432236.45785704,4581076.57337065
T08394L,20-25,µg/m³,429806.34672966,4584447.53992784
T17320U,25-30,µg/m³,434789.738439,4584846.03780585
T16521X,20-25,µg/m³,432636.24724532,4585519.71714219
T05014A,20-25,µg/m³,429888.02757645,4585067.81424247
T08865V,20-25,µg/m³,431807.53802285,4585130.99079594
T18224Z,20-25,µg/m³,432664.88126908,4582491.57929629
T03160B,25-30,µg/m³,427717.71368689,4581314.00904054
T10435C,20-25,µg/m³,428532.78127624,4582937.29032688
T08159C,20-25,µg/m³,429442.0085465,4583445.7511823
T08788Z,25-30,µg/m³,432693.54719257,4584711.11845769
T10669S,25-30,µg/m³,427620.74676508,4583450.5640506
T00795S,25-30,µg/m³,431162.81469268,4582063.00301586
T17473K,20-25,µg/m³,430994.30221341,4586378.59093892
T13463S,25-30,µg/m³,429400.73256387,4583850.90211156
T12741R,20-25,µg/m³,430786.53222247,4588666.72215089
T07489N,20-25,µg/m³,427131.36765285,4581428.89267711
T11493Q,25-30,µg/m³,427297.55595843,4584594.44825131
T17481K,25-30,µg/m³,428832.94924102,4584186.90194291
T09934V,20-25,µg/m³,433102.53501496,4582764.13439966
T20163C,25-30,µg/m³,430419.06480274,4581571.03089756
T17463I,20-25,µg/m³,432660.99542491,4588178.19118155
T20088I,20-25,µg/m³,431562.79629437,4589967.89132207
LRD0028,25-30,µg/m³,431900.56452968,4588684.88772215
T17675S,20-25,µg/m³,430852.62222125,4580484.59094539
T17338E,25-30,µg/m³,428519.84684454,4584987.35853876
T12993J,20-25,µg/m³,431125.98736128,4590329.94720155
T20472M,20-25,µg/m³,432690.65416439,4582604.14627329
T19564U,20-25,µg/m³,427467.34876341,4582165.27725263
T20703I,25-30,µg/m³,433600.10232126,4585598.05897644
T06179Y,20-25,µg/m³,432461.3164832,4586775.11546793
T15678N,25-30,µg/m³,431019.6440981,4581750.73162271
T11408D,25-30,µg/m³,428640.97502071,4584197.02241967
T11521D,25-30,µg/m³,426220.69007689,4583909.33740883
T02374J,25-30,µg/m³,430893.05043359,4582346.94849274
T17061U,25-30,µg/m³,430641.46076098,4581125.33852978
T01972V,25-30,µg/m³,430121.93166235,4583323.01282221
T02393M,20-25,µg/m³,430023.49573849,4580721.50359757
T11214V,20-25,µg/m³,427866.1724147,4584012.22003742
T05812W,25-30,µg/m³,431892.69370551,4585335.53047225
T19619S,20-25,µg/m³,428360.40953964,4587224.17830157
T04502H,20-25,µg/m³,431158.61137197,4585969.65404165
T09661P,20-25,µg/m³,432936.00106252,4585698.76616069
T06504R,25-30,µg/m³,432193.14696389,4588080.94057029
T12772Y,25-30,µg/m³,431218.43326759,4588584.18374864
T01192B,25-30,µg/m³,430668.7939323,4580879.03194471
T19748A,20-25,µg/m³,429179.94278405,4586296.37058585
T21344J,20-25,µg/m³,429218.81559811,4586395.96544909
T16972U,20-25,µg/m³,428880.64207871,4585735.92196787
T08406Y,20-25,µg/m³,429806.34672966,4584447.53992784
T09778B,25-30,µg/m³,434181.81418814,4585462.53636054
T11958C,20-25,µg/m³,431535.18783324,4588330.10694738
T08175C,25-30,µg/m³,429117.89326718,4583474.87169305
T00754J,25-30,µg/m³,431315.53526121,4582238.31012707
T17740K,25-30,µg/m³,430944.56798347,4580961.19798118
T17317Z,25-30,µg/m³,427455.60085724,4580731.0141356
T19540M,15-20,µg/m³,424999.06918428,4584700.57791905
T07295F,25-30,µg/m³,427538.83426413,4581953.28038354
T03668Y,25-30,µg/m³,430290.23142857,4580494.97122364
T03553O,25-30,µg/m³,429303.56676228,4580606.93589414
T02974B,25-30,µg/m³,428150.19329174,4580383.58131815
T08785W,25-30,µg/m³,432698.54806896,4585088.08599037
T11548O,20-25,µg/m³,426304.96538299,4584327.17440384
T07035N,20-25,µg/m³,425823.82523733,4583090.13117798
T03720L,25-30,µg/m³,430963.12349183,4580366.00192543
T18144A,25-30,µg/m³,432356.79527411,4585052.78752238
T02555M,25-30,µg/m³,430621.60841739,4584372.2886242
T11730K,15-20,µg/m³,425786.79382794,4584755.1200016
T12522I,20-25,µg/m³,430379.22691675,4587389.80620829
RD0072T,>40,µg/m³,428153.6255492,4585822.29962667
T09369O,25-30,µg/m³,433777.25459969,4585202.76800546
T05691F,20-25,µg/m³,431416.36245322,4585795.66381283
T00810A,25-30,µg/m³,431332.1602458,4581706.55618775
T11517H,20-25,µg/m³,426073.28122429,4583958.92860692
RL0020T,25-30,µg/m³,426682.0405193,4576955.32198465
T13927D,20-25,µg/m³,426509.73564223,4583003.11982359
T02463J,20-25,µg/m³,428315.28824664,4581924.66543309
T09127Y,20-25,µg/m³,432420.03327108,4583462.22763105
T17192E,20-25,µg/m³,431883.71848779,4581626.22288675
T16252V,25-30,µg/m³,430689.87998627,4587203.30855905
T09095H,25-30,µg/m³,432422.32370364,4583650.13689966
T16863Q,15-20,µg/m³,425122.53865112,4583156.64561877
T15314O,20-25,µg/m³,431643.87631181,4582704.44035223
T07920H,20-25,µg/m³,429201.2996154,4584161.17209998
T20905Q,20-25,µg/m³,432757.42405325,4587054.01067015
T07770L,20-25,µg/m³,429764.99660793,4583782.70523587
T02044U,30-35,µg/m³,430595.76219248,4583033.38678984
T18461K,25-30,µg/m³,428698.76228387,4579348.79154862
T17848V,25-30,µg/m³,432674.04414156,4589456.73909869
T11815O,15-20,µg/m³,424832.15541712,4586348.48077172
T11593T,20-25,µg/m³,427527.8779416,4585202.654419
T04618S,25-30,µg/m³,430560.89495618,4586168.98888412
T20931S,25-30,µg/m³,426075.24372019,4583867.45057833
T02677V,25-30,µg/m³,431506.56466147,4583830.32110488
T18239G,20-25,µg/m³,432778.46361872,4582514.55047145
T15788S,30-35,µg/m³,429605.2182703,4582060.81383007
T10991Z,20-25,µg/m³,426749.72232906,4584229.03486761
T17698Z,25-30,µg/m³,428300.1955909,4579601.82896943
T20779C,20-25,µg/m³,427367.98174337,4585341.21485426
T03556R,30-35,µg/m³,428895.18711364,4580735.95219734
T00789U,25-30,µg/m³,431335.37701716,4582070.58972045
T00953O,25-30,µg/m³,430862.0270025,4581770.24784656
T01692Q,25-30,µg/m³,428781.35188707,4581255.98686245
T04661V,25-30,µg/m³,430314.28463042,4586572.77939652
T16686R,25-30,µg/m³,433241.6318688,4588777.66473079
T10716I,25-30,µg/m³,426709.53670007,4582838.23905045
T14209K,25-30,µg/m³,433903.72770567,4583482.11543217
T04147I,25-30,µg/m³,427344.19400064,4575759.6982439
T07691N,20-25,µg/m³,428114.94469739,4581893.08390863
T19817W,25-30,µg/m³,432414.69079759,4585373.55158438
T19849E,20-25,µg/m³,432193.21069851,4581064.49267969
T12499A,25-30,µg/m³,430712.78288571,4587977.50961686
T19623O,15-20,µg/m³,424543.03595418,4586214.98776199
T08701C,20-25,µg/m³,428956.84687626,4585693.5623199
T07429B,20-25,µg/m³,427860.63726164,4582282.44444
T02470I,20-25,µg/m³,428596.68947507,4581634.2418474
T03628Q,25-30,µg/m³,430176.21427267,4580365.96489029
T14557B,25-30,µg/m³,430563.80746648,4581102.40708302
T16002F,15-20,µg/m³,425501.48018546,4585255.45393552
T08900H,25-30,µg/m³,431540.70738996,4585101.91477088
T12291M,20-25,µg/m³,430621.46071807,4586785.68141117
T11586U,20-25,µg/m³,427641.06833757,4584968.62120262
T20498W,20-25,µg/m³,427391.37516408,4582496.85933886
T04305E,20-25,µg/m³,431302.31956298,4585304.88788944
T16021I,15-20,µg/m³,424537.63321009,4586645.91348627
T07657L,25-30,µg/m³,426101.39257491,4581101.56700698
T16988C,25-30,µg/m³,431244.45417476,4581320.20826002
T03820O,25-30,µg/m³,428450.38901945,4578968.73284667
T01586P,25-30,µg/m³,431269.53833499,4581336.1920945
T04789K,25-30,µg/m³,429950.29586905,4586150.1384888
T05483Z,30-35,µg/m³,428298.76706034,4586161.88853421
T12886H,15-20,µg/m³,431304.69318783,4589743.06192423
T16597R,20-25,µg/m³,431124.35228913,4581096.45182662
T04111W,20-25,µg/m³,428371.99814149,4577417.85202694
T04453P,20-25,µg/m³,430967.53919065,4585852.59330022
T19987N,15-20,µg/m³,425602.19070851,4585435.82245481
T20086G,20-25,µg/m³,431562.79629437,4589967.89132207
T03318F,20-25,µg/m³,428011.65156516,4580711.26187697
T06231L,20-25,µg/m³,432073.07208589,4587461.79249796
T02608I,25-30,µg/m³,431366.85054511,4583974.84238165
T03363K,20-25,µg/m³,427079.99534883,4581004.02041317
T15977V,25-30,µg/m³,427172.74895832,4584093.76044073
T07615B,20-25,µg/m³,426976.17347905,4581305.86466811
T20936X,20-25,µg/m³,429377.77048289,4587008.68921691
T17667S,25-30,µg/m³,433690.49046805,4585863.13771541
T07499P,20-25,µg/m³,425505.66651875,4582270.25334099
T19649Y,20-25,µg/m³,431624.78093302,4588984.52030328
T04017Z,20-25,µg/m³,428491.30062149,4578644.2560319
T03684Y,25-30,µg/m³,430366.01123457,4580585.62678862
T09773W,25-30,µg/m³,434267.94645693,4585612.57594831
T19742U,20-25,µg/m³,431518.81626946,4589050.58621029
T18184I,20-25,µg/m³,431942.24209738,4586830.00948399
T12317F,20-25,µg/m³,430813.78959555,4586862.2270773
T16926O,25-30,µg/m³,430978.56212497,4581499.42354912
T07475H,25-30,µg/m³,427521.06592973,4581517.7368496
T03021R,20-25,µg/m³,428490.59480349,4580250.18052446
T14882L,20-25,µg/m³,427935.22317974,4585678.80207459
T04475V,20-25,µg/m³,430573.83435459,4585558.24280768
T10448H,20-25,µg/m³,428526.28450501,4583100.28862488
T07082U,20-25,µg/m³,426713.1000987,4582494.96049731
T16042N,15-20,µg/m³,424134.41125825,4585283.14539413
T07874S,20-25,µg/m³,429278.61387884,4583917.13614148
T15383B,20-25,µg/m³,431979.09911279,4587352.54303591
T08781S,25-30,µg/m³,432698.54806896,4585088.08599037
T17912M,20-25,µg/m³,431256.24111537,4585255.13115823
T13545T,25-30,µg/m³,427587.91185122,4580966.84049312
RD0116L,20-25,µg/m³,430590.12906587,4588208.36458258
T09070Y,25-30,µg/m³,432035.88589525,4584279.49678
T02311U,25-30,µg/m³,431680.0525682,4583256.90492013
T20200Q,20-25,µg/m³,425870.29996931,4575658.52328069
T12620J,25-30,µg/m³,430563.65584652,4587342.75173686
T05881J,25-30,µg/m³,431610.68310538,4585710.07420554
T14994S,20-25,µg/m³,427825.92380324,4581439.04140983
T16399N,20-25,µg/m³,432935.6142748,4582569.01436497
T06950J,25-30,µg/m³,432525.91537305,4589517.51831644
T17394M,20-25,µg/m³,428003.60175376,4586401.13370718
T06612U,20-25,µg/m³,433599.24163956,4587487.79798631
T08212Q,20-25,µg/m³,430031.62854756,4583720.6551127
T12757Z,20-25,µg/m³,430889.19391206,4588604.71927506
T12927Z,20-25,µg/m³,431681.87315782,4589529.97073073
T05888Q,25-30,µg/m³,432320.71595957,4585281.96314863
T04721Q,25-30,µg/m³,430122.49565041,4586614.58392115
T00466E,25-30,µg/m³,431688.58685321,4581713.99049931
T13609S,25-30,µg/m³,428831.14728252,4585112.89935793
T08803H,25-30,µg/m³,432437.4912976,4584645.32229536
T07269D,20-25,µg/m³,427524.66424207,4582084.94869336
T07119Q,30-35,µg/m³,427110.12445733,4582461.15642427
T18308C,25-30,µg/m³,433115.70265587,4585080.87382384
T05368X,20-25,µg/m³,429784.85633226,4587697.99321686
T12856B,15-20,µg/m³,431082.6565166,4589436.32612337
T12784C,20-25,µg/m³,431233.42317763,4588701.17782017
T07595O,20-25,µg/m³,426741.75057278,4581102.45013758
T21538R,25-30,µg/m³,431603.80526567,4590219.34440639
T21196P,25-30,µg/m³,430572.59240853,4581092.987002
T12120U,20-25,µg/m³,431409.74893427,4587049.21986372
T01613B,25-30,µg/m³,431344.93622479,4581437.96367938
T07009L,20-25,µg/m³,426010.31909984,4582902.15547032
T17752O,25-30,µg/m³,431081.28526851,4581760.60717088
T12153D,20-25,µg/m³,431333.72729957,4586980.95033051
T21228G,25-30,µg/m³,432185.38811659,4581252.7770284
T09252C,25-30,µg/m³,433939.19726092,4584205.43926585
T15588M,25-30,µg/m³,431647.48183398,4581719.81881959
T18540I,20-25,µg/m³,426125.53011298,4581035.74972172
T04837B,20-25,µg/m³,429541.62097151,4586115.05854312
T03444K,25-30,µg/m³,427928.82447023,4580583.8203102
T18932U,20-25,µg/m³,431232.30016908,4586984.44710389
T18060X,25-30,µg/m³,428577.83524435,4579104.42008879
T10237Y,20-25,µg/m³,432406.11405087,4582515.35929192
T03272I,25-30,µg/m³,428252.17432633,4580894.42933032
T18951X,25-30,µg/m³,432476.32865492,4584421.56466245
T02417D,25-30,µg/m³,429834.30346569,4580723.84203933
T14287Y,25-30,µg/m³,433125.37407613,4584082.68023679
RD0086H,30-35,µg/m³,428012.41693028,4585444.82585878
T02671P,25-30,µg/m³,431285.33054883,4584386.18862175
T00677N,25-30,µg/m³,431432.62604034,4581922.27275699
T02327C,25-30,µg/m³,430799.00601982,4582443.20835187
T10413W,20-25,µg/m³,428864.3143414,4583536.1937161
T18279O,20-25,µg/m³,431200.48593111,4581165.4553557
T10676R,25-30,µg/m³,427422.93215425,4583278.93829445
T20252C,20-25,µg/m³,427839.2584551,4582312.26664833
T04380P,20-25,µg/m³,431363.41163358,4585433.90563409
T10336A,25-30,µg/m³,429262.12137315,4583064.91697182
T20560L,20-25,µg/m³,427647.82230132,4579959.6804821
T07994Z,20-25,µg/m³,429640.7575983,4584332.49001428
T19375R,25-30,µg/m³,433618.48779966,4584341.03989839
T18825S,25-30,µg/m³,429847.5396043,4583239.53378315
T11694X,20-25,µg/m³,425176.14076173,4585003.39603109
T21459T,20-25,µg/m³,428213.78037968,4578668.56117814
T10700A,20-25,µg/m³,427193.59777554,4582881.00443188
T06139Q,20-25,µg/m³,432633.26037153,4586857.34429738
T06245R,20-25,µg/m³,432220.53851577,4587356.46021437
T08606E,20-25,µg/m³,428781.05549355,4585282.51499964
T08555K,20-25,µg/m³,429062.81581307,4584741.15003218
T02029V,25-30,µg/m³,431172.89095863,4583016.75639444
RL0025Y,20-25,µg/m³,430721.42044463,4579717.33726376
T08472I,20-25,µg/m³,428814.37377518,4584655.3177939
T19283O,25-30,µg/m³,431612.86502446,4581751.92613098
